Image ID,Creator,Short Title,Title,Created:from,Created:to,Last DB update,Uploaded to DB,Image type,Technique,Language,Distribution at time of creation,(Digital) source,Source ID (if applicable),Country of origin,Exact location,Holding institution,Collection,Other copyright holders,Related images,Licence,ImgDB ID,Metadata editor,,
120,unknown,Duke of Monmouth,Portrait of James Scott / Duke of Monmouth and Buccleuch,1680-01-01,1700-12-31,3/23/2014 14:58,3/23/2014,12,1,5,Great Britain,www.bridgemanart.com,XJF 129895,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1680_GBR__120.jpg,monika,,
121,James Scott Duke of Monmouth,Letter by James Scott / Duke of Monmouth,Letter begging for mercy / written by James / Duke of Monmouth after the failure of his rebellion and on the day after his capture / to the Dowager Queen Catherine of Braganza / 9 July / 1685,1685-01-01,1685-12-31,3/23/2014 15:04,3/23/2014,13,4,5,Great Britain,www.bridgemanart.com,Image ID: KDC 441049,GBR,Great Britain,Private Collection,British Museum London,Bridgeman Art Library,facsimile from 'Facsimiles of Royal / Historical & Literary Autographs in the Department of Manuscripts' / British Museum / 4th series / printed for the Trustees / 1898,0,imgs/1685_GBR__121.jpg,monika,,
122,unknown,Aftermath of Monmouth's Rebellion,Playing cards depicting the aftermath of Monmouth's Rebellion in 1685,1685-01-01,1700-12-31,3/23/2014 15:08,3/23/2014,12,4,5,Great Britain,www.bridgemanart.com,Image ID: XJF 115655,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,3,imgs/1685_GBR__122.jpg,monika,,
123,unknown,The Battle at Bridgwater / 6th July 1685,The Battle at Bridgwater / 6th July 1685,1685-01-01,1700-12-31,3/23/2014 15:11,3/23/2014,12,4,5,Great Britain,www.bridgemanart.com,Image ID: XJF 143480,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,3,imgs/1685_GBR__123.jpg,monika,,
124,unknown,The Beheading of the Duke of Monmouth at Tower Hill,The Beheading of the Duke of Monmouth at Tower Hill / 15th July 1685,1685-01-01,1700-12-31,3/23/2014 15:15,3/23/2014,12,4,5,Great Britain,www.bridgemanart.com,Image ID: XJF 143483,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,3,imgs/1685_GBR__124.jpg,monika,,
125,unknown,The Country's Complaint Recounting the Sad Events,The Country's Complaint Recounting the Sad Events of the late Unparalleled Rebellion /,1685-01-01,1685-12-31,3/23/2014 15:20,3/23/2014,12,4,5,Great Britain,www.bridgemanart.com,Image ID: XJF 153371,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,from 'Mercurius Rusticus' / published in 1685,3,imgs/1685_GBR__125.jpg,monika,,
126,unknown,The Rout of 1000 of the Rebels at the Battle of Sedgemoor,The Rout of 1000 of the Rebels at the Battle of Sedgemoor / 6th July 1685,1685-01-01,1700-12-31,3/23/2014 15:24,3/23/2014,12,4,5,Great Britain,www.bridgemanart.com,Image ID: XJF 143479,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,3,imgs/1685_GBR__126.jpg,monika,,
127,unknown,The Flight of Monmouth,The Flight of Monmouth,1800-01-01,12/31/1900,3/23/2014 15:28,3/23/2014,12,4,5,Great Britain,www.bridgemanart.com,Image ID: XJF 143489,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,3,imgs/1800_GBR__127.jpg,monika,,
128,unknown,The Defeat of the Rebels at the Battle of Sedgemoor,The Defeat of the Rebels at the Battle of Sedgemoor / 6th July 1685,1685-01-01,1700-12-31,3/23/2014 15:31,3/23/2014,12,4,5,Great Britain,www.bridgemanart.com,Image ID: XJF 143482,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,3,imgs/1685_GBR__128.jpg,monika,,
129,unknown,Beheading of the Rebel Lords on Great Tower Hill 1746,Beheading of the Rebel Lords on Great Tower Hill 1746,1746-01-01,1746-12-31,3/23/2014 15:36,3/23/2014,12,1,5,Great Britain,,,GBR,Great Britain,National Army Museum London,,,,0,imgs/1746_GBR__129.jpg,monika,,
130,Stefan Lochner,Altarflügel mit den Apostelmartyrien,Altarflügel mit den Apostelmartyrien,1400-01-01,1500-12-31,3/23/2014 15:44,3/23/2014,2,1,13,Germany,http://www.staedelmuseum.de/sm/,Inv. Nr. 821 - 832,DEU,Cologne / Germany,Städel Museum Frankfurt am Main,Städel Museum Frankfurt am Main,Städel Museum Frankfurt am Main,,2,imgs/1400_DEU__130.jpg,monika,,
131,unknown,Kurtzer bericht / wie des treves in Niederlandt Schwester,Kurtzer bericht / wie des treves in Niederlandt Schwester / ide UNION in ober Teutschland gestorben / und ihrem bruder dem  Treves jämmerlich im todt nachfolgen thut / IHr lieben Herren Hochgeacht/ Was wird hier vor ein Leich gebracht,1620-01-01,1621-12-31,3/23/2014 15:53,3/23/2014,12,1,2,Germany,,,DEU,Germany,Bayrische Staatsbibliothek München,Bayrische Staatsbibliothek München,Bayrische Staatsbibliothek München,Weitere Ausgaben: Deutsche illustrierte Flugblätter des 16. und 17. Jahrhunderts . Hrsg. von Wolfgang Harms. Bd. 2: Die Sammlung der 
Herzog August Bibliothek in Wolfenbüttel 2: Historica. Hrsg von Wolfgang Harms mit Michael Schilling und Andreas Haug. Mü,2,imgs/1620_DEU__131.jpeg,monika,,
132,unknown,Außführliche Vorstellung und Abbildung,Außführliche Vorstellung und Abbildung Der erschröcklichen und abscheulichen Tyranney/ welche das schürige Volck im Haag  verübet wider die beeden Herren JOHANN DE WIT / gewesnen Rahts Pensionier von Holland und Westfrießland/,1672-01-01,1672-12-31,3/23/2014 19:20,3/23/2014,12,1,2,Germany,Prometheus Bildarchiv,http://prometheus.uni-koeln.de/pandora/image/show/stabi-4a54,DEU,Nürnberg / Germany,Bayrische Staatsbibliothek München,Bayrische Staatsbibliothek München,Bayrische Staatsbibliothek München,Andere Ausgabe: Deutsche illustrierte Flugblätter des 16. und 17. Jahrhunderts . Hrsg. von Wolfgang Harms. Bd. 2: 
Die Sammlung der Herzog August Bibliothek in Wolfenbüttel 2: Historica. Hrsg von Wolfgang Harms mit Michael Schilling und Andreas 
Haug. Mün,2,imgs/1672_DEU__132.jpeg,monika,,
133,Christoph Greiff,Thumolt mit dem Paßauischen kriegsvolckh,Anno Domini 1611. den 15. Februari ist in der Neustatt Prag in dem sich der Thumolt mit dem Paßauischen kriegsvolckh begeben hatt,1611-01-01,1611-12-31,3/23/2014 16:08,3/23/2014,12,1,2,Germany,Prometheus Bildarchiv,http://prometheus.uni-koeln.de/pandora/image/show/stabi-72b7,DEU,Germany,Bayrische Staatsbibliothek München,Bayrische Staatsbibliothek München,Bayrische Staatsbibliothek München,Andere Ausgabe: Paas / John Roger: The German Political Broadsheet (1600 - 1700). Vol. 1: 1600 - 1615. Wiesbaden 
1985. P-161 und PL-27,2,imgs/1611_DEU__133.jpeg,monika,,
134,Peter Paul Rubens,Die Weisheit hält die bewaffnete Rebellion vom Thron,Die Weisheit hält die bewaffnete Rebellion vom Thron Jakobs I. von England fern,1618-01-01,1650-12-31,3/23/2014 19:09,3/23/2014,2,1,13,,Prometheus Bildarchiv,http://prometheus.uni-koeln.de/pandora/image/show/heidicon_k,BEL,,Musées Royaux des Beaux-Arts de Belgique <Brüssel>,Musées Royaux des Beaux-Arts de Belgique <Brüssel>,Musées Royaux des Beaux-Arts de Belgique <Brüssel>,Quelldatenbank: HeidICON - Europäische Kunstgeschichte / Ruprecht-Karls-Universität Heidelberg / Universitätsbibliothek / Ruprecht-Karls-Universität Heidelberg,3,imgs/1618_BEL__134.jpeg,monika,,
135,Theodor de Bry,Spanier schlagen Aufstand der afrikanischen Sklaven nieder,Die Spanier schlagen einen Aufstand der afrikanischen Sklaven blutig nieder,1595-01-01,1595-12-31,3/23/2014 19:17,3/23/2014,12,1,13,Europe,Prometheus Bildarchiv,http://prometheus.uni-koeln.de/pandora/image/show/bpk-57145f,DEU,,Staatliche Museen zu Berlin,Staatliche Museen zu Berlin,bpk / Kunstbibliothek / SMB / Knud Petersen,Bildnachweis: Bry / Theodor de / Americae / Teil V / 1595,0,imgs/1595_DEU__135.jpeg,monika,,
136,Adrian Schoonebeeck,Die Flucht Jacobs II. von England,Die Flucht Jacobs II. von England,1688-01-01,1705-12-31,3/23/2014 19:25,3/23/2014,12,1,13,Europe,http://www.welib.de,H. 26 / S. 30,NLD,Netherlands,,,Warburg Electronic Library (WEL),,0,imgs/1688_NLD__136.jpg,monika,,
137,unknown,Babylonischer Turmbau anläßlich des Einzugs von Heinrich IV.,Babylonischer Turmbau anläßlich des Einzugs von Heinrich IV. in Lyon zur Friedensausrufung,1595-01-01,1595-12-31,3/23/2014 19:30,3/23/2014,12,1,13,,,,FRA,France,,,Warburg Electronic Library (WEL),Gabriel Mourey: Le livre des fêtes
françaises / Paris 1930 / 63,0,imgs/1595_FRA__137.jpg,monika,,
138,unknown,Allegorie auf Gustav Adolf als Befreier Deutschlands,Allegorie auf Gustav Adolf als Befreier Deutschlands,1640-01-01,1650-12-31,3/23/2014 19:35,3/23/2014,2,1,13,,http://www.welib.de/rg/index.jsp,jsessionid=7A208844EB8A3B7D,http://www.welib.de/rg/index.jsp,jsessionid=7A208844EB8A3B7D,SWE,Netherlands,Stockholm / Kgl. Kunstslg.,Stockholm / Kgl. Kunstslg.,Warburg Electronic Library (WEL),Hubert Glaser / Wittelsbach und Bayern
(Kat.) / 1980 / II/2 / Nr. 635,0,imgs/1640_SWE__138.jpg,monika,,
139,Samuel Wale,Robert Kett (d.1549) under the Oak of the Reformation,Robert Kett (d.1549) under the Oak of the Reformation,1750-01-01,1786-12-31,3/23/2014 19:55,3/23/2014,2,1,13,Great Britain,www.bridgemanart.com,Image ID: NCM 95477,GBR,North England,Norwich Castle Museum and Art Gallery,Norwich Castle Museum and Art Gallery,Bridgeman Art Library,,0,imgs/1750_GBR__139.jpg,monika,,
140,George Cruikshank,Sir Thomas Wyatt (c.1521-54) Attacking the Byward Tower,Sir Thomas Wyatt (c.1521-54) Attacking the Byward Tower,1800-01-01,1850-12-31,3/23/2014 20:00,3/23/2014,12,1,13,Great Britain,www.bridgemanart.com,Image ID: XJF 136368,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,3,imgs/1800_GBR__140.jpg,monika,,
141,unknown,The Pilgrimage of Grace in 1536,The Pilgrimage of Grace in 1536,1800-01-01,12/31/1900,3/23/2014 20:05,3/23/2014,12,1,13,Great Britain,www.bridgemanart.com,XJF 143577,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,3,imgs/1800_GBR__141.jpg,monika,,
142,Sebastian Vrancx,The Confrontation,The Confrontation,1600-01-01,1600-12-31,3/23/2014 20:11,3/23/2014,1,1,13,Europe,www.bridgemanart.com,BAL 77047,GBR,Netherlands,Johnny van Haeften Gallery / London / UK,Johnny van Haeften Gallery / London / UK,Bridgeman Art Library,,0,imgs/1600_GBR__142.jpg,monika,,
143,unknown,The Election of the Militia at the Parish of Authon,The Election of the Militia at the Parish of Authon / part of the Dourdans Election / 1688,1688-01-01,1688-12-31,3/23/2014 20:16,3/23/2014,1,1,6,France,www.bridgemanart.com,Image ID: XIR 158171,FRA,France,Bibliotheque Nationale / Paris / France,Bibliotheque Nationale / Paris / France,Bridgeman Art Library,,3,imgs/1688_FRA__143.jpg,monika,,
144,Vroom (after),The defeat of the Spanish Armada,The defeat of the Spanish Armada, no. 2 in the Spanish Armada series,1589-01-01,1590-12-31,3/23/2014 20:22,3/23/2014,12,1,13,Great Britain,http://www.bpi1700.org.uk/jsp/image.jsp?image=288104,bpi4500,GBR,,British Museum London,The Trustees of The British Museum,,,0,imgs/1589_GBR__144.jpg,monika,,
145,R. Graves,Jenny Cameron / holding a portrait of the 'young pretender',Jenny Cameron / holding a portrait of the 'young pretender',1745-01-01,1750-12-31,3/23/2014 20:25,3/23/2014,12,1,5,,,,GBR,,Wellcome Library London,,Wellcome Library,,0,imgs/1745_GBR__145.jpg,monika,,
146,unknown,Mary (Molly) Blandy / before her execution,Mary (Molly) Blandy / before her execution for poisoning her father,1752-01-01,1752-12-31,3/23/2014 20:27,3/23/2014,12,1,5,,,,GBR,,Wellcome Library London,Wellcome Library London,Wellcome Library London,,0,imgs/1752_GBR__146.jpg,monika,,
147,unknown,Queen Marie Antoinette led to her execution on a horse-cart,Queen Marie Antoinette led to her execution on a horse-cart on the 16th of October 1793,1793-01-01,1793-12-31,3/23/2014 20:29,3/23/2014,12,1,13,,,,GBR,,Wellcome Library London,Wellcome Library London,Wellcome Library London,,0,imgs/1793_GBR__147.jpg,monika,,
148,unknown,A young woman with a lamp and a key is entering a cell,A young woman with a lamp and a key is entering a cell in which a manacled man is tied to a pillory,1750-01-01,1850-12-31,3/23/2014 20:31,3/23/2014,1,1,13,,,,GBR,,Wellcome Library London,Wellcome Library London,Wellcome Library London,,0,imgs/1750_GBR__148.jpg,monika,,
149,Thomas Rowlandson,Christopher Atkinson pilloried,Christopher Atkinson pilloried as part of his sentence for cheating on the Navy Victualling Board,1784-01-01,1784-12-31,3/23/2014 20:34,3/23/2014,12,1,5,,,,GBR,,Wellcome Library London,Wellcome Library London,Wellcome Library London,,3,imgs/1784_GBR__149.jpg,monika,,
150,unknown,Sir Kenelm Digby,Sir Kenelm Digby,1633-01-01,1633-12-31,3/23/2014 20:36,3/23/2014,12,1,5,Great Britain,,,GBR,Great Britain,Wellcome Library London,Wellcome Library London,Wellcome Library London,,0,imgs/1633_GBR__150.jpg,monika,,
151,unknown,Friedrich Wilhelm-Herzog von Braunschweig-Lüneburg,Friedrich Wilhelm-Herzog von Braunschweig-Lüneburg / Landung in England,1789-01-01,1789-12-31,3/23/2014 20:39,3/23/2014,12,1,13,,,,DEU,Wolfenbüttel / Germany,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,0,imgs/1789_DEU__151.jpg,monika,,
152,unknown,King John signing Magna Charta,King John signing Magna Charta,1780-01-01,1800-12-31,7/23/2014 12:40,3/23/2014,12,1,13,,,,DEU,,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,0,imgs/1780_DEU__152.jpg,monika,,
153,unknown,Monumentum Gloriae für Ernst August,Monumentum Gloriae für Ernst August Kurfürst von Braunschweig-Lüneburg,1698-01-01,1698-12-31,3/23/2014 20:42,3/23/2014,12,1,13,Germany,,,DEU,Germany,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,2,imgs/1698_DEU__153.jpg,monika,,
154,unknown,Georg Ludwig von Braunschweig,Georg Ludwig von Braunschweig,1704-01-01,1704-12-31,3/23/2014 20:44,3/23/2014,12,1,2,,,,DEU,,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,0,imgs/1704_DEU__154.jpg,monika,,
155,unknown,The tumultuous crowd at the beheading of rebellious lords,The tumultuous crowd at the beheading of the rebellious lords Lovat / Balmerino and Kilmarnock in 1746,1746-01-01,1746-12-31,3/23/2014 20:50,3/23/2014,12,1,5,Great Britain,,,GBR,Great Britain,Wellcome Library London,Wellcome Library London,Wellcome Library London,,0,imgs/1746_GBR__155.jpg,monika,,
156,unknown,Two men apprehending Lord Edward Fitzgerald at gunpoint,Two men apprehending Lord Edward Fitzgerald at gunpoint in his bed chamber for high treason,1790-01-01,1850-12-31,3/23/2014 20:54,3/23/2014,1,1,5,Great Britain,,,GBR,Great Britain or Ireland?,Wellcome Library London,Wellcome Library London,Wellcome Library London,,0,imgs/1790_GBR__156.jpg,monika,,
157,Thomas Bowles,In prison,In prison (caricature),1735-01-01,1735-12-31,3/23/2014 20:57,3/23/2014,12,2,1,Great Britain,,,GBR,Great Britain,Wellcome Library London,Wellcome Library London,Wellcome Library London,,0,imgs/1735_GBR__157.jpg,monika,,
158,T. Cook,The execution of the idle apprentice at Tyburn,The execution of the idle apprentice at Tyburn,1795-01-01,1795-12-31,3/23/2014 20:59,3/23/2014,12,2,13,Great Britain,,,GBR,Great Britain,Wellcome Library London,Wellcome Library London,Wellcome Library London,,0,imgs/1795_GBR__158.jpg,monika,,
159,unknown,The Kentish Out-Laws,The Kentish Out-Laws,1756-01-01,1756-12-31,4/18/2014 20:05,3/23/2014,12,4,5,,,,GBR,,,,Eighteenth Century Collection Online / Cengage Learning,A political and satirical history of the years 1756 / 1757 / 1758 / 1759 / 1760 / 1761 / and 1762 / page 31,0,imgs/1756_GBR__159.jpg,monika,,
160,Wenzel Hollar,The Seales of ARMES of the Bischops of England,The Seales of ARMES of the Bischops of England,1627-01-01,1677-12-31,3/23/2014 21:20,3/23/2014,12,1,5,Europe,,,DEU,Great Britain,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,0,imgs/1627_DEU__160.jpg,monika,,
161,unknown,Bishoprics of Scotland,Bishoprics of Scotland,1700-01-01,1800-12-31,3/23/2014 21:23,3/23/2014,1,1,5,Great Britain,Glasgow Chronicle,,GBR,Glasgow / Scotland,,,,,0,imgs/1700_GBR__161.jpg,monika,,
163,unknown,Frontispiece to Historia delle guerre civili,Frontispiece to Historia delle guerre civili,1600-01-01,1700-12-31,3/24/2014 4:20,3/24/2014,1,1,7,,,,ITA,Italy,,,,,0,imgs/1600_ITA__163.jpg,monika,,
164,unknown,Sir Philip Sidney,Portrait of Sir Philip Sidney / courtier and soldier,1581-01-01,1581-12-31,3/24/2014 4:53,3/24/2014,1,1,5,,,,GBR,from The Image of Ireland (anti-Irish propaganda),,,,,0,imgs/1581_GBR__164.gif,monika,,
165,unknown,King Charles I,Portrait of King Charles I,1660-01-01,1660-12-31,3/24/2014 4:55,3/24/2014,1,1,5,,,,GBR,from SALMASIUS in defence of Charles I,,,,,0,imgs/1660_GBR__165.gif,monika,,
166,unknown,Frontispiece of A Collection of Polite Tales,Frontispiece of A Collection of Polite Tales,1700-01-01,1800-12-31,3/24/2014 4:58,3/24/2014,1,1,5,,,,GBR,,,,,,0,imgs/1700_GBR__166.jpg,monika,,
167,unknown,The School of Love or The True Art of Courtship,The School of Love or The True Art of Courtship,1700-01-01,1800-12-31,3/24/2014 4:59,3/24/2014,1,1,5,,,,GBR,,,,,,0,imgs/1700_GBR__167.jpg,monika,,
168,unknown,England's vvolfe with eagles clavves,England's vvolfe with eagles clavves,1646-01-01,1646-12-31,3/24/2014 5:04,3/24/2014,12,4,5,Great Britain,,,GBR,Great Britain,,,,,0,imgs/1646_GBR__168.png,monika,,
169,unknown,The Traitor's Coat of Arms,The Traitor's Coat of Arms,1715-01-01,1715-12-31,3/24/2014 5:06,3/24/2014,12,1,5,,,,GBR,Great Britain,,,,,0,imgs/1715_GBR__169.jpg,monika,,
170,unknown,THE SIEGE OF LONDONDERRY 1689,THE SIEGE OF LONDONDERRY 1689,1689-01-01,1689-12-31,3/24/2014 5:08,3/24/2014,12,1,5,,,,GBR,Great Britain,,,,,0,imgs/1689_GBR__170.gif,monika,,
171,W. Wilde (printer),The Landing of William of Orange in England,The Landing of William of Orange in England,1689-01-01,1689-12-31,7.9.2014 16:47,3/24/2014,12,5,5,Great Britain,Eighteenth Century Books Online,,GBR,London / Great Britain,,,Eighteenth Century Collection Online / Cengage Learning,,0,imgs/1689_GBR__171.gif,monika,,
172,unknown,The Liberties of France and England compared,The Liberties of France and England compared,1793-01-01,1793-12-31,3/24/2014 5:16,3/24/2014,1,1,5,Great Britain,,,GBR,from,,,,,0,imgs/1793_GBR__172.jpg,monika,,
174,unknown,Weekness / Innocence and Goodness,Weekness / Innocence and Goodness,1700-01-01,1800-12-31,3/24/2014 5:38,3/24/2014,12,4,5,,,,GBR,,,,,,0,imgs/1700_GBR__174.jpg,monika,,
175,unknown,Twelve Faces of Idiots,Twelve Faces of Idiots,1700-01-01,1800-12-31,3/24/2014 5:40,3/24/2014,12,4,5,,,,GBR,,,,,,0,imgs/1700_GBR__175.jpg,monika,,
176,unknown,Horrible Face and Passion,Horrible Face and Passion,1700-01-01,1800-12-31,3/24/2014 5:42,3/24/2014,12,4,5,,,,GBR,,,,,,0,imgs/1700_GBR__176.jpg,monika,,
177,unknown,Blood-stained lace from the coat of King William III,Blood-stained lace from the coat of King William III,1690-01-01,1690-12-31,7.9.2014 12:54,3/24/2014,13,4,13,,http://www.nam.ac.uk/online-collection/detail.php?acc=2001-11-178-1,NAM. 2001-11-178-1,GBR,Netherlands,National Army Museum London,National Army Museum London,National Army Museum London,,0,imgs/1690_GBR__177.jpg,monika,,
178,unknown,Watercolour plan of the Battle of Culloden,Watercolour plan of the Battle of Culloden,1746-01-01,1746-12-31,3/28/2014 21:51,3/24/2014,12,1,5,,http://www.nam.ac.uk/online-collection/,NAM Image Number 130252,GBR,Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,0,imgs/1746_GBR__178.jpg,monika,,
179,unknown,Battle of Aughrim 10 & 11th July 1690,Battle of Aughrim 10 & 11th July 1690,1690-01-01,1690-12-31,3/28/2014 21:48,3/24/2014,12,1,13,,http://www.nam.ac.uk/online-collection/,NAM Image Number 13863,GBR,Great Britain,National Army Museum London,National Army Museum London,National Army Museum London,,0,imgs/1690_GBR__179.jpg,monika,,
180,Felice Beato,The execution of Indian mutineers,The execution of Indian mutineers,1858-01-01,1858-12-31,3/28/2014 21:47,3/24/2014,13,4,13,Great Britain,http://www.nam.ac.uk/online-collection/,,GBR,India,National Army Museum London,National Army Museum London,National Army Museum London,,0,imgs/1858_GBR__180.jpg,monika,,
